id,name,lat,lng
KA1503000041,McClurg Ct & Erie St,41.89452,-87.61798
KA1503000043,Kingsbury St & Kinzie St,41.88918,-87.63851
KA1503000044,Rush St & Hubbard St,41.89018,-87.6262
KA1503000045,Stony Island Ave & 71st St,41.76649,-87.58647
KA1503000046,Dorchester Ave & 63rd St,41.78041,-87.59141
KA1503000047,Perry Ave & 69th St,41.76929,-87.62821
KA1503000049,Rainbow Beach,41.75788,-87.54938
KA1503000051,Halsted St & 47th Pl,41.80815,-87.64563
KA1503000052,Ellis Ave & 53rd St,41.79935,-87.60097
KA1503000053,MLK Jr Dr & 63rd St,41.78009,-87.61595
KA1503000054,Cottage Grove Ave & 63rd St,41.78061,-87.60582
KA1503000055,Halsted & 63rd - Kennedy-King Vaccination Site,41.77939,-87.64463
KA1503000059,Lake Park Ave & 53rd St,41.79952,-87.58643
KA1503000064,Dusable Harbor,41.88697,-87.61281
KA1503000065,Woodlawn Ave & Lake Park Ave,41.81409,-87.59701
KA1503000066,Wood St & 35th St,41.83011,-87.67031
KA1503000068,Leavitt St & Archer Ave,41.82878,-87.68062
KA1503000069,Dorchester Ave & 49th St,41.80579,-87.59247
KA1503000070,Harper Ave & 59th St,41.78794,-87.58831
KA1503000071,University Ave & 57th St,41.79148,-87.59988
KA1503000072,Wacker Dr & Washington St,41.88317,-87.63693
KA1503000073,MLK Jr Dr & 56th St,41.79345,-87.61585
KA1503000074,Museum of Science and Industry,41.79174,-87.58395
KA1503000075,DuSable Museum,41.79156,-87.60785
KA1504000076,Ellis Ave & 55th St,41.7943,-87.60145
KA1504000078,Lincoln Ave & Winona St,41.97491,-87.69258
KA1504000079,Larrabee St & Division St,41.9035,-87.64334
KA1504000080,Washtenaw Ave & Lawrence Ave,41.96887,-87.69609
KA1504000082,Kedzie Ave & Harrison St,41.87361,-87.70488
KA1504000086,Kedzie Ave & 24th St,41.8482,-87.70542
KA1504000090,St. Louis Ave & Fullerton Ave,41.92483,-87.7145
KA1504000091,Hoyne Ave & 47th St,41.80823,-87.6772
KA1504000093,Rockwell St & Eastwood Ave,41.96587,-87.69365
KA1504000096,Sawyer Ave & Irving Park Rd,41.95361,-87.70932
KA1504000097,Drake Ave & Montrose Ave,41.96116,-87.71658
KA150400009X,Kimball Ave & Belmont Ave,41.9394,-87.71159
KA1504000101,Ogden Ave & Roosevelt Rd,41.86651,-87.68466
KA1504000102,Fairfield Ave & Roosevelt Rd,41.86664,-87.69453
KA1504000103,Western Ave & Walton St,41.89842,-87.68659
KA1504000104,Paulina St & Flournoy St,41.87296,-87.66912
KA1504000106,Kedzie Ave & Lake St,41.88459,-87.70631
KA1504000109,Washtenaw Ave & Ogden Ave,41.86192,-87.69347
KA1504000110,Millard Ave & 26th St,41.84454,-87.71596
KA1504000113,Sacramento Blvd & Franklin Blvd,41.89049,-87.70262
KA1504000114,Kedzie Ave & Chicago Ave,41.89547,-87.70614
KA1504000116,Larrabee St & Oak St,41.90023,-87.64299
KA1504000117,Halsted St & North Branch St,41.89936,-87.64848
KA1504000126,Kedzie Ave & Leland Ave,41.96668,-87.70807
KA1504000127,Manor Ave & Leland Ave,41.96587,-87.70083
KA1504000128,Kedzie Ave & Foster Ave,41.97567,-87.70927
KA1504000129,Western Ave & Granville Ave,41.99417,-87.68945
KA1504000130,Maplewood Ave & Peterson Ave,41.99024,-87.69338
KA1504000133,Rush St & Cedar St,41.90234,-87.62773
KA1504000134,Ritchie Ct & Banks St,41.90687,-87.6262
KA1504000135,Wells St & Elm St,41.90319,-87.63439
KA1504000139,Monticello Ave & Irving Park Rd,41.954,-87.71909
KA1504000140,Winchester Ave & Elston Ave,41.92409,-87.67646
KA1504000141,Pulaski Rd & Eddy St (Temp),41.94627,-87.73105
KA1504000142,Drake Ave & Addison St,41.94735,-87.71759
KA1504000143,Leavitt St & Addison St,41.94664,-87.68337
KA1504000146,Clark St & Berwyn Ave,41.978,-87.66805
KA1504000147,Winchester (Ravenswood) Ave & Balmoral Ave,41.97976,-87.67754
KA1504000148,Clark St & Elmdale Ave,41.99086,-87.66971
KA1504000149,Damen Ave & Foster Ave,41.97562,-87.67945
KA1504000151,Clark St & Bryn Mawr Ave,41.98359,-87.66916
KA1504000152,Lakefront Trail & Bryn Mawr Ave,41.98403,-87.65231
KA1504000155,2112 W Peterson Ave,41.99118,-87.68359
KA1504000156,Clark St & Schreiber Ave,41.99925,-87.67137
KA1504000158,Oakley Ave & Irving Park Rd,41.95432,-87.68607
KA1504000159,Sheridan Rd & Greenleaf Ave,42.01059,-87.66241
KA1504000160,Francisco Ave & Foster Ave,41.97564,-87.70143
KA1504000161,St. Louis Ave & Balmoral Ave,41.98038,-87.71612
KA1504000162,Clark St & Lunt Ave,42.00907,-87.67422
KA1504000164,Keystone Ave & Montrose Ave,41.96109,-87.72897
KA1504000167,Kedzie Ave & Bryn Mawr Ave,41.98206,-87.70895
KA1504000168,Western & 28th - Velasquez Institute Vaccination Site,41.84152,-87.68514
KA1504000171,Marine Dr & Ainslie St,41.97161,-87.65016
KA1504000175,Glenwood Ave & Morse Ave,42.00797,-87.66549
KA17018054,Damen Ave & Walnut (Lake) St,41.88595,-87.67701
KA17018068,Leavitt St & Belmont Ave,41.93935,-87.68327
KA1706005007,Delano Ct & Roosevelt Rd,41.86749,-87.63219
KA1706005015,Kildare Ave & Montrose Ave,41.96108,-87.73569
KP1705001026,LaSalle Dr & Huron St,41.89483,-87.6323
LF-005,DuSable Lake Shore Dr & North Blvd,41.91172,-87.62681
LP-,Lincoln Park Conservatory,41.92396,-87.63584
RN-,Franklin St & Illinois St,41.89102,-87.63546
RP-001,Warren Park West,42.00179,-87.68883
RP-002,Warren Park East,42.00456,-87.68065
RP-004,Oakley Ave & Touhy Ave,42.01234,-87.68825
RP-005,Western Ave & Lunt Ave,42.0086,-87.69047
RP-006,Ridge Blvd & Touhy Ave,42.01213,-87.68292
RP-007,Clark St & Touhy Ave,42.01256,-87.67431
RP-008,Clark St & Columbia Ave,42.00446,-87.6724
RP-009,Sheridan Rd & Loyola Ave,42.00107,-87.66122
SL-005,Indiana Ave & Roosevelt Rd,41.8679,-87.62304
SL-006,Wells St & 19th St,41.8568,-87.63387
SL-007,State St & Harrison St,41.87404,-87.6277
SL-008,Federal St & Polk St,41.87209,-87.62956
SL-009,Clark St & 9th St (AMLI),41.87081,-87.63121
SL-010,Financial Pl & Ida B Wells Dr,41.87501,-87.63309
SL-011,Wells St & Polk St,41.87256,-87.63356
SL-012,Wabash Ave & 16th St,41.86038,-87.62581
SL-013,State St & 19th St,41.85659,-87.62755
TA1305000001,Wabash Ave & Cermak Rd,41.85262,-87.6265
TA1305000002,Wabash Ave & Roosevelt Rd,41.86721,-87.62597
TA1305000003,Fairbanks Ct & Grand Ave,41.89187,-87.62061
TA1305000004,McCormick Place,41.8514,-87.61884
TA1305000005,Dearborn St & Adams St,41.87924,-87.62975
TA1305000006,Dearborn St & Monroe St,41.88122,-87.6296
TA1305000009,Clark St & Ida B Wells Dr,41.87593,-87.63068
TA1305000010,Michigan Ave & Ida B Wells Dr,41.87623,-87.62444
TA1305000011,Michigan Ave & Lake St,41.886,-87.62418
TA1305000014,Clark St & Wrightwood Ave,41.92956,-87.64313
TA1305000017,Halsted St & Roosevelt Rd,41.86734,-87.64863
TA1305000020,Ogden Ave & Chicago Ave,41.89636,-87.65406
TA1305000022,Orleans St & Merchandise Mart Plaza,41.88817,-87.63656
TA1305000025,Franklin St & Jackson Blvd,41.87773,-87.63528
TA1305000029,State St & Randolph St,41.88466,-87.62787
TA1305000030,Clark St & Randolph St,41.88459,-87.63178
TA1305000032,Clinton St & Madison St,41.88218,-87.64109
TA1305000034,Honore St & Division St,41.90313,-87.67391
TA1305000035,State St & Van Buren St,41.87716,-87.62787
TA1305000037,Paulina Ave & North Ave,41.91018,-87.67003
TA1305000039,Elston Ave & Cortland St,41.9163,-87.66749
TA1305000041,Damen Ave & Pierce Ave,41.9094,-87.67769
TA1306000002,Morgan Ave & 14th Pl,41.86238,-87.65108
TA1306000003,Desplaines St & Kinzie St,41.88867,-87.64442
TA1306000006,Orleans St & Elm St,41.90292,-87.63772
TA1306000007,Larrabee St & Menomonee St,41.91469,-87.64333
TA1306000008,Larrabee St & North Ave,41.9102,-87.6435
TA1306000009,Larrabee St & Kingsbury St,41.89772,-87.64299
TA1306000010,Daley Center Plaza,41.88419,-87.62961
TA1306000011,Wells St & Walton St,41.89994,-87.63443
TA1306000012,Wells St & Huron St,41.89475,-87.63438
TA1306000013,New St & Illinois St,41.89083,-87.61852
TA1306000014,Wilton Ave & Diversey Pkwy,41.93242,-87.65271
TA1306000015,Morgan St & Lake St,41.88549,-87.65232
TA1306000016,Sheffield Ave & Fullerton Ave,41.9256,-87.65371
TA1306000025,Racine Ave & Congress Pkwy,41.87464,-87.65703
TA1306000026,Racine Ave & Fullerton Ave,41.92558,-87.65842
TA1306000029,Lake Shore Dr & Ohio St,41.89256,-87.61449
TA1306000032,Sheffield Ave & Willow St,41.9137,-87.65285
TA1307000001,Greenview Ave & Fullerton Ave,41.92535,-87.66581
TA1307000005,Indiana Ave & 26th St,41.84569,-87.6225
TA1307000006,Southport Ave & Wellington Ave,41.93571,-87.6636
TA1307000038,Sedgwick St & North Ave,41.91138,-87.63868
TA1307000039,Clark St & Elm St,41.90294,-87.63137
TA1307000041,Lake Shore Dr & Wellington Ave,41.93669,-87.63683
TA1307000044,Clinton St & 18th St,41.85794,-87.64083
TA1307000048,Fort Dearborn Dr & 31st St,41.83855,-87.60821
TA1307000052,Sheffield Ave & Wellington Ave,41.93628,-87.65266
TA1307000061,State St & Pearson St,41.89745,-87.62873
TA1307000062,Sedgwick St & Huron St,41.89466,-87.63839
TA1307000064,Lincoln Ave & Diversey Pkwy,41.93222,-87.65864
TA1307000066,Damen Ave & Coulter St,41.8492,-87.67564
TA1307000070,Damen Ave & Thomas St (Augusta Blvd),41.90133,-87.67742
TA1307000107,Sheridan Rd & Montrose Ave,41.96164,-87.65464
TA1307000111,Franklin St & Lake St,41.88582,-87.63548
TA1307000113,Southport Ave & Wrightwood Ave,41.92878,-87.66391
TA1307000115,Clybourn Ave & Division St,41.9046,-87.64056
TA1307000117,Wabash Ave & Grand Ave,41.89144,-87.62675
TA1307000119,Clarendon Ave & Leland Ave,41.96796,-87.65
TA1307000120,Green St & Madison St,41.88188,-87.64879
TA1307000121,Halsted St & Polk St,41.87184,-87.64664
TA1307000124,Michigan Ave & 14th St,41.86411,-87.62372
TA1307000126,Sheffield Ave & Waveland Ave,41.94936,-87.65451
TA1307000127,Clark St & Grace St,41.9508,-87.65918
TA1307000128,Dearborn Pkwy & Delaware Pl,41.89896,-87.6299
TA1307000129,State St & 35th St,41.83104,-87.62683
TA1307000130,Morgan St & Polk St,41.87178,-87.65103
TA1307000131,Wabash Ave & Wacker Pl,41.88688,-87.62606
TA1307000134,Wilton Ave & Belmont Ave,41.94016,-87.65303
TA1307000136,Clark St & Wellington Ave,41.9365,-87.64755
TA1307000138,Lincoln Ave & Roscoe St,41.94334,-87.67094
TA1307000139,MLK Jr Dr & 29th St,41.84205,-87.61698
TA1307000140,Western Ave & Leland Ave,41.96643,-87.68865
TA1307000142,Clark St & Drummond Pl,41.93125,-87.64432
TA1307000143,Sedgwick St & Schiller St,41.90762,-87.63854
TA1307000144,Wolcott (Ravenswood) Ave & Montrose Ave,41.96142,-87.6762
TA1307000149,Ravenswood Ave & Irving Park Rd,41.95467,-87.67392
TA1307000150,Pine Grove Ave & Waveland Ave,41.94945,-87.64646
TA1307000151,Wells St & Hubbard St,41.88993,-87.63427
TA1307000153,Emerald Ave & 28th St,41.84358,-87.64538
TA1307000156,Lincoln Ave & Sunnyside Ave,41.96301,-87.68479
TA1307000158,Damen Ave & Leland Ave,41.9671,-87.67904
TA1307000159,Paulina St & 18th St,41.8579,-87.6687
TA1307000160,Prairie Ave & Garfield Blvd,41.79485,-87.61873
TA1307000161,Halsted St & 37th St,41.82707,-87.64572
TA1307000163,Clifton Ave & Armitage Ave,41.91821,-87.65696
TA1307000164,Woodlawn Ave & 55th St,41.79527,-87.59647
TA1307000166,Halsted St & Willow St,41.91386,-87.64877
TA1308000001,Theater on the Lake,41.92627,-87.63086
TA1308000002,Greenwood Ave & 47th St,41.80983,-87.59937
TA1308000005,Leavitt St & North Ave,41.91042,-87.68238
TA1308000006,Damen Ave & Grand Ave,41.89128,-87.67686
TA1308000007,MLK Jr Dr & 47th St,41.80984,-87.61628
TA1308000009,Shore Dr & 55th St,41.79522,-87.58075
TA1308000012,Montrose Harbor,41.96398,-87.63818
TA1308000013,Halsted St & Archer Ave,41.84719,-87.64681
TA1308000014,Normal Ave & Archer Ave,41.84953,-87.64059
TA1308000019,Racine Ave & Belmont Ave,41.93973,-87.65886
TA1308000021,Winthrop Ave & Lawrence Ave,41.96883,-87.65765
TA1308000022,Pine Grove Ave & Irving Park Rd,41.95438,-87.64805
TA1308000023,Cottage Grove Ave & 43rd St,41.81649,-87.60659
TA1308000026,Wentworth Ave & 24th St (Temp),41.85008,-87.63214
TA1308000029,Stetson Ave & South Water St,41.88673,-87.62225
TA1308000031,Logan Blvd & Elston Ave,41.92946,-87.68417
TA1308000035,Lake Park Ave & 47th St,41.80944,-87.59188
TA1308000036,Indiana Ave & 31st St,41.83883,-87.62186
TA1308000038,Cottage Grove Ave & Oakwood Blvd,41.82298,-87.6071
TA1308000043,Halsted St & 35th St,41.83066,-87.64715
TA1308000045,Wallace St & 35th St,41.83062,-87.64129
TA1308000046,Morgan St & 31st St,41.83779,-87.65115
TA1308000047,Southport Ave & Clark St,41.95709,-87.6642
TA1308000049,Wells St & Evergreen Ave,41.90672,-87.6349
TA1308000050,Wells St & Concord Ln,41.91211,-87.6347
TA1309000001,Halsted St & Maxwell St,41.86488,-87.64708
TA1309000002,Michigan Ave & Jackson Blvd,41.87784,-87.62408
TA1309000003,Western Ave & 24th St,41.84847,-87.68512
TA1309000004,LaSalle St & Jackson Blvd,41.87811,-87.63184
TA1309000006,Larrabee St & Armitage Ave,41.91809,-87.64375
TA1309000007,Franklin St & Monroe St,41.88022,-87.63526
TA1309000008,Franklin St & Adams St (Temp),41.87933,-87.6355
TA1309000010,Wabash Ave & 9th St,41.87074,-87.62574
TA1309000011,Ellis Ave & 58th St,41.78873,-87.60131
TA1309000012,Damen Ave & Sunnyside Ave,41.96325,-87.67928
TA1309000014,Clark St & Leland Ave,41.96709,-87.66744
TA1309000015,Leavitt St & Lawrence Ave,41.96889,-87.68401
TA1309000018,Ravenswood Ave & Berteau Ave,41.95791,-87.67357
TA1309000019,Lakeview Ave & Fullerton Pkwy,41.92586,-87.63897
TA1309000021,Paulina St & Montrose Ave,41.9615,-87.6714
TA1309000023,Sheffield Ave & Wrightwood Ave,41.9287,-87.65383
TA1309000024,Clark St & Schiller St,41.908,-87.63152
TA1309000025,Halsted St & Roscoe St,41.94368,-87.64894
TA1309000026,Lincoln Ave & Belle Plaine Ave,41.95601,-87.6802
TA1309000027,Sheridan Rd & Buena Ave,41.9585,-87.65499
TA1309000029,Leavitt St & Armitage Ave,41.9178,-87.68245
TA1309000030,Southport Ave & Clybourn Ave,41.92077,-87.66372
TA1309000032,Elston Ave & Wabansia Ave,41.91293,-87.66417
TA1309000033,Sheffield Ave & Webster Ave,41.92158,-87.65381
TA1309000035,Clark St & Winnemac Ave,41.97335,-87.66785
TA1309000036,Burling St & Diversey Pkwy,41.93313,-87.64776
TA1309000037,Kimbark Ave & 53rd St,41.79957,-87.59474
TA1309000039,Lake Shore Dr & Diversey Pkwy,41.93258,-87.63642
TA1309000041,Sheridan Rd & Lawrence Ave,41.96951,-87.65471
TA1309000042,Lincoln Ave & Belmont Ave,41.93937,-87.66836
TA1309000043,Southport Ave & Irving Park Rd,41.95417,-87.66434
TA1309000049,Lake Shore Dr & Belmont Ave,41.94077,-87.63919
TA1309000050,Lincoln Ave & Addison St,41.94618,-87.67331
TA1309000051,Commercial Ave & 83rd St,41.74462,-87.55121
TA1309000053,Cottage Grove Ave & 47th St,41.80985,-87.60675
TA1309000055,Emerald Ave & 31st St,41.8382,-87.64514
TA1309000058,Lincoln Ave & Fullerton Ave,41.92591,-87.64927
TA1309000059,Racine Ave & Wrightwood Ave,41.92889,-87.65898
TA1309000061,Halsted St & Wrightwood Ave,41.92915,-87.64909
TA1309000063,Lake Park Ave & 56th St,41.79325,-87.5878
TA1309000064,Wolcott Ave & Polk St,41.87127,-87.67369
TA1309000066,Ravenswood Ave & Lawrence Ave,41.9691,-87.67423
TA1309000067,Cottage Grove Ave & 51st St,41.80303,-87.60661
WL-008,Clinton St & Roosevelt Rd,41.86712,-87.64108
WL-011,Jefferson St & Monroe St,41.88034,-87.64273
WL-012,Clinton St & Washington Blvd,41.88337,-87.6412
